,A,CS2,C_WP,DER,DP,E,G2,GS2,INN,PB,PO,SB2,SBPCT,TC,team,year
1662,1700,-,-,-,159,93,155,155,1393.1,5,3125,-,.---,4918,Milwaukee Braves,1955
1663,1601,-,-,-,160,101,154,154,1389.0,9,3082,-,.---,4784,Chicago White Sox,1955
1664,1729,-,-,-,172,116,156,156,1388.2,8,3216,-,.---,5061,St. Louis Cardinals,1955
1665,1504,-,-,-,130,110,155,155,1384.0,10,3112,-,.---,4726,Cleveland Indians,1955
1666,1678,-,-,-,214,116,154,154,1382.0,9,3144,-,.---,4938,New York Yankees,1955
1667,1502,-,-,-,151,110,155,155,1379.0,11,3045,-,.---,4657,Detroit Tigers,1955
1668,1612,-,-,-,142,113,154,154,1360.2,5,3011,-,.---,4736,Baltimore Orioles,1955
1669,1621,-,-,-,143,119,154,154,1378.0,24,3174,-,.---,4914,New York Giants,1955
1670,1453,-,-,-,140,115,154,154,1377.1,3,3052,-,.---,4620,Philadelphia Phillies,1955
1671,1563,-,-,-,141,130,157,157,1392.0,17,3059,-,.---,4752,Chicago Cubs,1955
1672,1621,-,-,-,140,134,157,157,1376.1,17,3077,-,.---,4832,Pittsburgh Pirates,1955
1673,1738,-,-,-,187,143,154,154,1370.1,19,3162,-,.---,5043,Kansas City Athletics,1955
1674,1728,-,-,-,168,144,155,155,1398.0,10,3135,-,.---,5007,Boston Red Sox,1955
1675,1739,-,-,-,173,146,155,155,1368.2,11,3083,-,.---,4968,Washington Senators,1955
1676,1665,-,-,-,147,87,155,155,1378.0,6,3081,-,.---,4833,Chicago White Sox,1954
1677,1538,-,-,-,152,95,154,154,1386.1,13,3193,-,.---,4826,Cleveland Indians,1954
1678,1427,-,-,-,117,94,154,154,1356.2,18,3018,-,.---,4539,Philadelphia Phillies,1954
1679,1641,-,-,-,156,111,154,154,1378.0,5,3190,-,.---,4942,Brooklyn Dodgers,1954
1680,1584,-,-,-,180,112,154,154,1372.1,5,3065,-,.---,4761,New York Yankees,1954
1681,1671,-,-,-,140,116,154,154,1384.1,5,3073,-,.---,4860,Boston Red Sox,1954
1682,1744,-,-,-,155,119,154,154,1383.0,10,3101,-,.---,4964,Milwaukee Braves,1954
1683,1625,-,-,-,152,117,154,154,1376.2,14,3131,-,.---,4873,St. Louis Cardinals,1954
1684,1691,-,-,-,165,120,154,154,1386.2,23,3154,-,.---,4965,New York Giants,1954
1685,1695,-,-,-,174,119,155,155,1382.0,14,3033,-,.---,4847,Kansas City Athletics,1954
1686,1661,-,-,-,169,119,154,154,1363.0,10,3052,-,.---,4832,Cincinnati Redlegs,1954
1687,1674,-,-,-,147,125,154,154,1378.1,21,3104,-,.---,4903,Chicago Cubs,1954
1688,1569,-,-,-,159,120,154,154,1380.1,8,3016,-,.---,4705,Detroit Tigers,1954
1689,1671,-,-,-,170,128,154,154,1354.2,17,3010,-,.---,4809,Washington Senators,1954
1690,1689,-,-,-,175,136,154,154,1362.0,19,3077,-,.---,4902,Pittsburgh Pirates,1954
1691,1662,-,-,-,159,147,156,156,1388.2,22,3044,-,.---,4853,Baltimore Orioles,1954
1692,1615,-,-,-,149,78,155,155,1383.0,4,3092,-,.---,4785,Chicago White Sox,1953
1693,1725,-,-,-,171,86,154,154,1394.2,10,3192,-,.---,5003,Milwaukee Braves,1953
1694,1710,-,-,-,198,104,155,155,1379.1,7,3161,-,.---,4975,New York Yankees,1953
1695,1624,-,-,-,138,104,154,154,1393.2,4,3166,-,.---,4894,Brooklyn Dodgers,1953
1696,1675,-,-,-,131,108,155,155,1383.0,5,3058,-,.---,4841,Detroit Tigers,1953
1697,1617,-,-,-,194,108,154,154,1367.1,9,3026,-,.---,4751,Cincinnati Redlegs,1953
1698,1610,-,-,-,148,112,156,156,1419.1,6,3176,-,.---,4898,Cleveland Indians,1953
1699,1822,-,-,-,178,124,154,153,1390.1,8,3188,-,.---,5134,St. Louis Cardinals,1953
1700,1708,-,-,-,172,117,155,155,1383.1,8,3004,-,.---,4829,Washington Senators,1953
1701,1539,-,-,-,133,113,154,153,1365.1,9,2961,-,.---,4613,Philadelphia Phillies,1953
1702,1587,-,-,-,152,119,154,154,1373.1,12,3046,-,.---,4752,Baltimore Orioles,1953
1703,1733,-,-,-,164,125,154,154,1374.1,14,3088,-,.---,4946,Chicago Cubs,1953
1704,1698,-,-,-,172,133,154,154,1390.0,17,3106,-,.---,4937,New York Giants,1953
1705,1614,-,-,-,163,136,156,156,1371.1,12,2963,-,.---,4713,Philadelphia Athletics,1953
1706,1689,-,-,-,136,143,154,154,1346.0,9,2965,-,.---,4797,Pittsburgh Pirates,1953
1707,1792,-,-,-,163,155,156,156,1412.1,13,3246,-,.---,5193,Boston Red Sox,1953
1708,1776,-,-,-,197,96,155,155,1373.0,13,3113,-,.---,4985,Cleveland Indians,1952
1709,1731,-,-,-,144,101,156,156,1403.2,4,3240,-,.---,5072,Chicago White Sox,1952
1710,1573,-,-,-,161,101,155,155,1380.2,4,3162,-,.---,4836,Brooklyn Dodgers,1952
1711,1668,-,-,-,176,106,155,155,1365.0,7,2969,-,.---,4743,Cincinnati Reds,1952
1712,1700,-,-,-,149,111,158,158,1415.0,20,3128,-,.---,4939,Detroit Tigers,1952
1713,1602,-,-,-,173,104,152,152,1344.2,12,2906,-,.---,4612,Washington Senators,1952
1714,1663,-,-,-,161,112,157,157,1409.0,15,3075,-,.---,4850,Philadelphia Athletics,1952
1715,1702,-,-,-,182,113,151,151,1358.1,10,3009,-,.---,4824,New York Yankees,1952
1716,1677,-,-,-,169,116,157,157,1387.0,10,3125,-,.---,4918,Milwaukee Braves,1952
1717,1803,-,-,-,161,127,157,157,1386.2,10,3194,-,.---,5124,St. Louis Cardinals,1952
1718,1696,-,-,-,173,126,153,153,1373.0,8,3036,-,.---,4858,Boston Red Sox,1952
1719,1678,-,-,-,151,128,155,155,1365.2,16,3085,-,.---,4891,New York Giants,1952
1720,1591,-,-,-,165,128,154,154,1383.2,8,3039,-,.---,4758,St. Louis Browns,1952
1721,1533,-,-,-,161,126,156,156,1369.2,14,3016,-,.---,4675,Philadelphia Phillies,1952
1722,1697,-,-,-,139,135,154,154,1358.0,32,2991,-,.---,4823,Pittsburgh Pirates,1952
1723,1597,-,-,-,141,164,155,155,1359.0,8,3017,-,.---,4778,Chicago Cubs,1952
1724,1575,-,-,-,169,96,155,155,1399.1,13,3221,-,.---,4892,Brooklyn Dodgers,1951
1725,1622,-,-,-,145,95,154,154,1363.1,6,3026,-,.---,4743,Cincinnati Reds,1951
1726,1659,0,-,-,158,106,156,156,1416.2,6,3223,0,.---,4988,Chicago White Sox,1951
1727,1743,-,-,-,199,110,154,154,1381.0,5,3170,-,.---,5023,New York Yankees,1951
1728,1605,-,-,-,152,105,157,157,1429.2,11,3038,-,.---,4748,Washington Senators,1951
1729,1737,-,-,-,148,114,155,155,1384.1,11,3046,-,.---,4897,Philadelphia Athletics,1951
1730,1778,-,-,-,181,118,154,154,1372.1,10,3096,-,.---,4992,Boston Red Sox,1951
1731,1767,-,-,-,159,125,154,154,1361.1,11,3141,-,.---,5033,St. Louis Cardinals,1951
1732,1734,-,-,-,145,127,156,156,1388.1,13,3159,-,.---,5020,Detroit Tigers,1951
1733,1674,-,-,-,143,127,155,155,1396.0,17,3163,-,.---,4964,Boston Braves,1951
1734,1660,-,-,-,145,126,154,154,1386.2,3,3078,-,.---,4864,Philadelphia Phillies,1951
1735,1626,-,-,-,123,127,155,155,1386.1,18,3058,-,.---,4811,Chicago Cubs,1951
1736,1647,0,-,-,176,126,155,155,1399.0,12,2995,0,.---,4768,St. Louis Browns,1951
1737,1712,-,-,-,175,132,154,154,1371.0,23,3120,-,.---,4964,New York Giants,1951
1738,1703,-,-,-,141,141,155,155,1407.0,5,3130,-,.---,4974,Cleveland Indians,1951
1739,1731,-,-,-,167,154,155,155,1363.2,4,3139,-,.---,5024,Pittsburgh Pirates,1951
1740,1822,-,-,-,187,101,155,155,1387.2,8,3099,-,.---,5022,St. Louis Cardinals,1950
1741,1805,-,-,-,204,107,154,154,1358.0,12,3001,-,.---,4913,Philadelphia Athletics,1950
1742,1706,-,-,-,192,111,158,158,1423.1,4,3201,-,.---,5018,Brooklyn Dodgers,1950
1743,1645,-,-,-,151,111,155,155,1391.1,9,3124,-,.---,4880,Cleveland Indians,1950
1744,1772,-,-,-,184,117,154,154,1399.0,10,3168,-,.---,5057,Boston Red Sox,1950
1745,1569,-,-,-,146,111,154,154,1384.2,14,2965,-,.---,4645,Philadelphia Phillies,1950
1746,1646,-,-,-,141,118,155,155,1390.2,14,3047,-,.---,4811,Cincinnati Reds,1950
1747,1714,-,-,-,176,125,155,155,1418.1,8,3138,-,.---,4977,Chicago White Sox,1950
1748,1591,-,-,-,190,125,154,154,1367.0,4,3057,-,.---,4773,New York Yankees,1950
1749,1634,-,-,-,157,129,155,155,1389.0,13,3110,-,.---,4873,Boston Braves,1950
1750,1795,-,-,-,166,135,154,154,1384.0,13,3138,-,.---,5068,Detroit Tigers,1950
1751,1538,-,-,-,148,126,154,154,1366.1,11,2836,-,.---,4500,Washington Senators,1950
1752,1763,-,-,-,178,148,155,155,1380.1,9,3152,-,.---,5063,Pittsburgh Pirates,1950
1753,1750,-,-,-,175,150,157,157,1412.2,9,3135,-,.---,5035,New York Giants,1950
1754,1624,-,-,-,179,143,154,154,1370.1,15,2997,-,.---,4764,St. Louis Browns,1950
1755,1775,-,-,-,161,154,155,155,1385.2,17,3087,-,.---,5016,Chicago Cubs,1950
1756,1694,-,-,-,181,83,154,154,1362.1,11,3049,-,.---,4826,Boston Red Sox,1949
1757,1532,-,-,-,188,92,155,155,1372.2,7,3017,-,.---,4641,New York Yankees,1949
1758,1843,-,-,-,194,103,157,157,1407.1,11,3158,-,.---,5104,Detroit Tigers,1949
1759,1768,-,-,-,172,103,153,153,1356.0,11,3077,-,.---,4948,St. Louis Cardinals,1949
1760,1646,-,-,-,183,105,155,155,1389.2,8,3138,-,.---,4889,Brooklyn Dodgers,1949
1761,1595,-,-,-,160,107,155,155,1378.2,6,3078,-,.---,4780,Cleveland Indians,1949
1762,1704,-,-,-,165,114,154,154,1368.2,9,3031,-,.---,4849,Pittsburgh Pirates,1949
1763,1690,-,-,-,181,113,156,156,1365.2,9,2981,-,.---,4784,Chicago White Sox,1949
1764,1738,-,-,-,181,117,154,154,1375.0,12,3053,-,.---,4908,New York Giants,1949
1765,1559,-,-,-,132,119,153,153,1357.2,17,3061,-,.---,4739,Cincinnati Reds,1949
1766,1702,-,-,-,155,130,157,157,1406.0,6,3135,-,.---,4967,Philadelphia Phillies,1949
1767,1693,-,-,-,208,132,154,154,1346.1,9,2865,-,.---,4690,Philadelphia Athletics,1949
1768,1711,-,-,-,181,143,155,155,1364.2,10,2968,-,.---,4822,Washington Senators,1949
1769,1640,-,-,-,146,157,156,156,1385.1,9,3094,-,.---,4891,Boston Braves,1949
1770,1905,-,-,-,169,170,154,154,1371.1,12,3143,-,.---,5218,Chicago Cubs,1949
1771,1608,-,-,-,155,165,154,154,1365.1,9,2883,-,.---,4656,St. Louis Browns,1949
1772,1784,-,-,-,192,88,154,154,1383.2,5,3102,-,.---,4974,Cleveland Indians,1948
1773,1577,-,-,-,162,92,156,156,1408.2,11,3146,-,.---,4815,Brooklyn Dodgers,1948
1774,1702,-,-,-,207,98,155,155,1377.0,4,3049,-,.---,4849,Boston Red Sox,1948
1775,1673,-,-,-,150,104,156,156,1401.2,19,3019,-,.---,4796,Cincinnati Reds,1948
1776,1807,-,-,-,180,110,154,154,1363.1,7,3033,-,.---,4950,Chicago White Sox,1948
1777,1690,0,-,-,173,108,154,154,1356.0,13,3003,0,.---,4801,Pittsburgh Pirates,1948
1778,1682,-,-,-,174,113,155,155,1393.2,10,3062,-,.---,4857,Detroit Tigers,1948
1779,1587,-,-,-,195,113,155,155,1371.1,5,3091,-,.---,4791,New York Yankees,1948
1780,1674,-,-,-,217,116,154,154,1365.0,10,2914,-,.---,4704,Philadelphia Athletics,1948
1781,1688,-,-,-,144,121,157,157,1400.0,8,3062,-,.---,4871,Boston Braves,1948
1782,1789,-,-,-,149,129,157,157,1407.2,8,3138,-,.---,5056,St. Louis Cardinals,1948
1783,1608,-,-,-,141,125,154,154,1391.2,18,2973,-,.---,4706,Philadelphia Phillies,1948
1784,1713,-,-,-,168,134,154,154,1345.2,6,2932,-,.---,4779,Washington Senators,1948
1785,1639,-,-,-,134,136,156,156,1374.1,11,2934,-,.---,4709,New York Giants,1948
1786,1581,-,-,-,154,145,155,155,1341.1,6,2896,-,.---,4622,St. Louis Browns,1948
1787,1838,-,-,-,160,161,154,154,1357.2,20,3057,-,.---,5056,Chicago Cubs,1948
1788,1809,-,-,-,183,91,156,156,1409.1,8,3132,-,.---,5032,Cleveland Indians,1947
1789,1766,-,-,-,174,91,155,155,1379.1,5,2945,-,.---,4802,Boston Red Sox,1947
1790,1677,-,-,-,180,90,154,154,1368.2,7,2974,-,.---,4741,Philadelphia Athletics,1947
1791,1689,-,-,-,138,98,155,155,1368.0,8,3066,-,.---,4853,St. Louis Cardinals,1947
1792,1461,-,-,-,161,93,154,154,1365.2,13,2994,-,.---,4548,New York Yankees,1947
1793,1736,-,-,-,150,116,156,156,1371.2,20,3021,-,.---,4873,Pittsburgh Pirates,1947
1794,1613,-,-,-,143,114,154,154,1377.0,13,3030,-,.---,4757,Detroit Tigers,1947
1795,1622,-,-,-,144,118,154,154,1357.1,12,2866,-,.---,4606,Washington Senators,1947
1796,1648,-,-,-,132,125,154,154,1389.1,8,3042,-,.---,4815,Boston Braves,1947
1797,1595,-,-,-,151,126,155,155,1392.2,14,3092,-,.---,4813,Brooklyn Dodgers,1947
1798,1708,-,-,-,190,128,155,155,1373.1,7,3052,-,.---,4888,St. Louis Browns,1947
1799,1672,-,-,-,134,131,155,155,1373.0,7,3009,-,.---,4812,New York Giants,1947
1800,1808,-,-,-,176,136,154,154,1345.2,15,2929,-,.---,4873,Chicago White Sox,1947
1801,1607,-,-,-,135,136,153,153,1343.1,10,2995,-,.---,4738,Cincinnati Reds,1947
1802,1772,-,-,-,152,148,155,155,1355.1,11,3054,-,.---,4974,Chicago Cubs,1947
1803,1561,-,-,-,126,170,155,155,1362.1,19,2972,-,.---,4703,Philadelphia Phillies,1947
1804,1748,-,-,-,178,83,157,157,1402.1,7,3118,-,.---,4949,Cleveland Indians,1946
1805,1497,-,-,-,151,92,155,155,1374.1,11,3042,-,.---,4631,New York Yankees,1946
1806,1692,-,-,-,169,103,156,156,1397.2,13,3157,-,.---,4952,St. Louis Cardinals,1946
1807,1665,0,-,-,169,103,155,155,1375.0,11,3051,0,.---,4819,Brooklyn Dodgers,1946
1808,1690,-,-,-,172,112,157,157,1391.1,11,3031,-,.---,4833,Boston Red Sox,1946
1809,1604,-,-,-,151,108,154,154,1362.0,7,2928,-,.---,4640,Washington Senators,1946
1810,1675,-,-,-,169,117,154,154,1365.0,11,2993,-,.---,4785,St. Louis Browns,1946
1811,1668,-,-,-,140,117,155,155,1362.0,27,2990,-,.---,4775,Philadelphia Phillies,1946
1812,1646,-,-,-,161,117,156,156,1391.1,5,2988,-,.---,4751,Philadelphia Athletics,1946
1813,1611,-,-,-,134,118,154,154,1365.1,6,3031,-,.---,4760,Cincinnati Reds,1946
1814,1707,-,-,-,142,122,158,158,1398.2,8,3082,-,.---,4911,Detroit Tigers,1946
1815,1724,-,-,-,136,123,155,155,1363.2,6,3028,-,.---,4875,New York Giants,1946
1816,1820,-,-,-,159,129,155,155,1367.0,10,3075,-,.---,5024,Chicago Cubs,1946
1817,1699,-,-,-,124,125,154,154,1362.2,7,2967,-,.---,4791,Boston Braves,1946
1818,1795,-,-,-,180,132,155,155,1391.0,13,3053,-,.---,4980,Chicago White Sox,1946
1819,1600,-,-,-,131,126,156,156,1374.0,18,2907,-,.---,4633,Pittsburgh Pirates,1946
1820,1717,-,-,-,167,103,156,156,1397.0,10,3146,-,.---,4966,St. Louis Cardinals,1945
1821,1724,-,-,-,163,111,156,156,1396.2,9,3105,-,.---,4940,Boston Red Sox,1945
1822,1733,-,-,-,119,114,155,155,1393.0,13,3106,-,.---,4953,Chicago Cubs,1945
1823,1646,-,-,-,138,126,155,155,1402.0,14,3260,-,.---,5032,Detroit Tigers,1945
1824,1875,-,-,-,192,131,156,156,1413.1,4,3203,-,.---,5209,Cincinnati Reds,1945
1825,1565,-,-,-,147,124,156,156,1388.2,16,3135,-,.---,4824,Cleveland Indians,1945
1826,1653,-,-,-,144,123,155,155,1369.0,12,3002,-,.---,4778,Philadelphia Phillies,1945
1827,1707,-,-,-,121,132,154,154,1353.1,9,3095,-,.---,4934,New York Giants,1945
1828,1714,-,-,-,174,132,154,154,1361.0,11,3053,-,.---,4899,New York Yankees,1945
1829,1676,-,-,-,157,135,156,156,1382.1,19,3010,-,.---,4821,St. Louis Browns,1945
1830,1560,-,-,-,141,135,155,155,1342.2,7,2929,-,.---,4624,Philadelphia Athletics,1945
1831,1681,-,-,-,154,146,157,157,1418.0,17,3164,-,.---,4991,Brooklyn Dodgers,1945
1832,1835,-,-,-,170,157,155,155,1392.1,16,3113,-,.---,5105,Chicago White Sox,1945
1833,1627,-,-,-,129,148,154,154,1371.0,6,3016,-,.---,4791,Boston Braves,1945
1834,1756,-,-,-,127,152,155,155,1370.0,10,3006,-,.---,4914,Pittsburgh Pirates,1945
1835,1698,-,-,-,162,180,155,155,1396.1,37,3063,-,.---,4941,Washington Senators,1945
1836,1740,-,-,-,124,112,155,155,1366.1,5,3059,-,.---,4911,Chicago Cubs,1944
1837,1527,-,-,-,149,103,147,147,1302.1,18,2883,-,.---,4513,Cleveland Indians,1944
1838,1600,-,-,-,150,109,155,155,1408.2,12,3056,-,.---,4765,St. Louis Cardinals,1944
1839,1797,-,-,-,138,117,154,154,1365.2,11,2975,-,.---,4889,Cincinnati Reds,1944
1840,1634,-,-,-,123,120,154,154,1382.2,6,2978,-,.---,4732,St. Louis Browns,1944
1841,1810,-,-,-,112,131,154,154,1374.2,12,3136,-,.---,5077,New York Giants,1944
1842,1831,-,-,-,173,140,155,155,1393.2,11,3203,-,.---,5174,Detroit Tigers,1944
1843,1867,-,-,-,160,141,153,153,1381.0,9,3176,-,.---,5184,Philadelphia Athletics,1944
1844,1912,-,-,-,198,142,157,157,1390.2,18,3147,-,.---,5201,Boston Red Sox,1944
1845,1797,-,-,-,141,147,155,155,1387.1,7,3076,-,.---,5020,Pittsburgh Pirates,1944
1846,1713,-,-,-,124,149,156,156,1412.2,40,3065,-,.---,4927,Washington Senators,1944
1847,1774,-,-,-,139,154,150,150,1330.2,9,2933,-,.---,4861,Chicago White Sox,1944
1848,1693,-,-,-,170,153,152,152,1355.0,8,2981,-,.---,4827,New York Yankees,1944
1849,1760,-,-,-,160,162,154,154,1391.2,4,2978,-,.---,4900,Boston Braves,1944
1850,1770,-,-,-,150,203,154,154,1352.2,12,2987,-,.---,4960,Philadelphia Phillies,1944
1851,1642,-,-,-,144,215,155,155,1392.1,9,3058,-,.---,4915,Brooklyn Dodgers,1944
1852,1653,-,-,-,162,96,157,157,1427.0,9,3148,-,.---,4897,St. Louis Cardinals,1943
1853,1899,-,-,-,153,113,155,155,1398.1,5,3003,-,.---,5015,Cincinnati Reds,1943
1854,1885,-,-,-,192,129,155,155,1419.1,10,3192,-,.---,5206,Cleveland Indians,1943
1855,1675,-,-,-,170,122,154,154,1390.1,8,3052,-,.---,4849,New York Yankees,1943
1856,1737,-,-,-,154,146,156,156,1394.1,12,3103,-,.---,4986,Boston Red Sox,1943
1857,1709,-,-,-,127,145,155,155,1397.1,12,3041,-,.---,4895,Philadelphia Athletics,1943
1858,1718,-,-,-,142,146,154,154,1397.1,12,3038,-,.---,4902,St. Louis Browns,1943
1859,1914,-,-,-,184,162,156,156,1400.0,12,3212,-,.---,5288,Detroit Tigers,1943
1860,1826,-,-,-,138,155,154,154,1395.1,13,3078,-,.---,5059,Philadelphia Phillies,1943
1861,1792,-,-,-,154,152,154,154,1390.2,18,2996,-,.---,4940,Chicago White Sox,1943
1862,1758,-,-,-,128,156,155,155,1363.2,11,3050,-,.---,4964,New York Giants,1943
1863,1824,-,-,-,151,164,157,157,1400.2,10,3154,-,.---,5142,Chicago Cubs,1943
1864,1842,-,-,-,160,164,155,155,1388.1,6,3095,-,.---,5101,Boston Braves,1943
1865,1807,-,-,-,122,165,158,158,1414.1,11,3099,-,.---,5071,Pittsburgh Pirates,1943
1866,1527,-,-,-,112,165,155,155,1367.2,12,2933,-,.---,4625,Brooklyn Dodgers,1943
1867,1706,-,-,-,156,187,154,154,1381.0,33,2990,-,.---,4883,Washington Senators,1943
1868,1915,-,-,-,193,96,155,155,1404.0,6,3207,-,.---,5218,Cincinnati Reds,1942
1869,1846,-,-,-,179,117,155,155,1426.1,11,3177,-,.---,5140,Boston Red Sox,1942
1870,1796,-,-,-,183,124,153,153,1406.1,3,3160,-,.---,5080,Cleveland Indians,1942
1871,1739,-,-,-,183,124,157,157,1427.0,13,3179,-,.---,5042,St. Louis Cardinals,1942
1872,1713,-,-,-,148,130,155,155,1394.0,19,3043,-,.---,4886,Philadelphia Athletics,1942
1873,1844,-,-,-,140,139,156,156,1394.2,11,3185,-,.---,5168,New York Giants,1942
1874,1626,-,-,-,127,130,153,153,1385.0,7,3029,-,.---,4785,St. Louis Browns,1942
1875,1731,-,-,-,166,138,155,155,1415.1,11,3166,-,.---,5035,New York Yankees,1942
1876,1612,-,-,-,137,136,153,153,1369.2,13,3050,-,.---,4798,Brooklyn Dodgers,1942
1877,1787,-,-,-,138,143,154,154,1386.0,14,3076,-,.---,5006,Chicago Cubs,1942
1878,1796,-,-,-,167,142,155,155,1400.1,19,3014,-,.---,4952,Chicago White Sox,1942
1879,1834,-,-,-,159,144,157,157,1404.0,3,3033,-,.---,5011,Pittsburgh Pirates,1942
1880,1740,-,-,-,130,149,155,155,1411.2,12,3224,-,.---,5113,Detroit Tigers,1942
1881,1963,0,-,-,139,159,153,153,1397.2,2,3115,0,.---,5237,Boston Braves,1942
1882,1729,-,-,-,143,160,157,157,1392.2,11,3064,-,.---,4953,Philadelphia Phillies,1942
1883,1733,-,-,-,145,162,153,153,1388.0,17,3017,-,.---,4912,Washington Senators,1942
1884,1772,-,-,-,128,119,154,154,1370.0,5,3144,-,.---,5035,New York Giants,1941
1885,1646,-,-,-,150,119,155,155,1398.2,5,3173,-,.---,4938,Brooklyn Dodgers,1941
1886,1725,-,-,-,190,125,154,154,1375.0,4,3088,-,.---,4938,New York Yankees,1941
1887,1757,-,-,-,138,123,150,150,1334.0,14,2956,-,.---,4836,Boston Braves,1941
1888,1722,-,-,-,143,139,151,151,1363.0,22,3072,-,.---,4933,St. Louis Browns,1941
1889,1728,-,-,-,156,138,152,152,1358.2,11,3008,-,.---,4874,Boston Red Sox,1941
1890,1782,-,-,-,175,142,156,156,1402.2,9,3069,-,.---,4993,Cleveland Indians,1941
1891,1821,-,-,-,136,148,155,155,1400.2,10,3159,-,.---,5128,Chicago Cubs,1941
1892,1660,-,-,-,137,149,156,156,1410.1,12,3165,-,.---,4974,St. Louis Cardinals,1941
1893,1765,-,-,-,158,154,154,154,1411.2,13,3193,-,.---,5112,Cincinnati Reds,1941
1894,1683,-,-,-,144,144,148,148,1314.1,11,2897,-,.---,4724,Chicago White Sox,1941
1895,1644,-,-,-,124,154,154,154,1374.2,23,3026,-,.---,4824,Philadelphia Athletics,1941
1896,1769,-,-,-,142,166,156,156,1399.1,11,3208,-,.---,5143,Detroit Tigers,1941
1897,1663,-,-,-,128,155,151,151,1351.1,8,2939,-,.---,4757,Pittsburgh Pirates,1941
1898,1762,-,-,-,147,170,151,151,1341.0,9,3035,-,.---,4967,Philadelphia Phillies,1941
1899,1608,-,-,-,133,179,151,151,1346.2,19,2976,-,.---,4763,Washington Senators,1941
1900,1697,-,-,-,158,109,155,155,1377.0,5,3119,-,.---,4925,Cleveland Indians,1940
1901,1703,-,-,-,156,125,157,157,1389.0,15,3066,-,.---,4894,St. Louis Browns,1940
1902,1755,-,-,-,144,130,156,156,1391.2,8,3183,-,.---,5068,New York Giants,1940
1903,1748,-,-,-,147,131,154,154,1386.2,20,3144,-,.---,5023,Cincinnati Reds,1940
1904,1725,-,-,-,139,131,155,155,1372.0,9,3067,-,.---,4923,Boston Red Sox,1940
1905,1720,-,-,-,125,137,157,157,1421.0,6,3195,-,.---,5052,Brooklyn Dodgers,1940
1906,1808,-,-,-,146,142,155,155,1416.1,6,3249,-,.---,5199,St. Louis Cardinals,1940
1907,1693,-,-,-,196,139,156,156,1396.1,6,3085,-,.---,4917,New York Yankees,1940
1908,1739,-,-,-,145,151,156,156,1416.0,19,3163,-,.---,5053,Chicago White Sox,1940
1909,1741,-,-,-,147,149,155,155,1372.1,11,3077,-,.---,4967,Philadelphia Phillies,1940
1910,1711,-,-,-,129,153,155,155,1381.2,10,3145,-,.---,5009,Detroit Tigers,1940
1911,1715,-,-,-,169,157,156,156,1389.1,24,3050,-,.---,4922,Washington Senators,1940
1912,1730,-,-,-,139,159,155,155,1364.2,9,3084,-,.---,4973,Chicago Cubs,1940
1913,1818,-,-,-,130,162,156,156,1374.1,3,3016,-,.---,4996,Pittsburgh Pirates,1940
1914,1853,-,-,-,174,168,156,156,1385.2,8,3092,-,.---,5113,Boston Braves,1940
1915,1673,-,-,-,150,171,154,154,1365.1,20,2886,-,.---,4730,Philadelphia Athletics,1940
1916,1782,-,-,-,158,102,155,155,1407.2,11,3155,-,.---,5039,Cincinnati Reds,1939
1917,1866,-,-,-,132,116,152,152,1360.1,9,3179,-,.---,5161,New York Giants,1939
1918,1591,-,-,-,164,112,155,155,1375.0,5,3019,-,.---,4722,Cleveland Indians,1939
1919,1688,-,-,-,158,119,155,155,1373.0,6,3037,-,.---,4844,New York Yankees,1939
1920,1857,-,-,-,179,132,156,156,1373.1,18,3067,-,.---,5056,St. Louis Browns,1939
1921,1758,-,-,-,156,139,154,154,1379.2,12,3103,-,.---,5000,Boston Red Sox,1939
1922,1597,-,-,-,110,152,156,156,1433.0,7,3214,-,.---,4963,Brooklyn Dodgers,1939
1923,1794,-,-,-,136,154,153,153,1357.0,12,3033,-,.---,4981,Philadelphia Phillies,1939
1924,1818,-,-,-,169,156,152,152,1359.0,7,2989,-,.---,4963,Boston Bees,1939
1925,1621,-,-,-,134,152,156,156,1396.0,10,3034,-,.---,4807,St. Louis Cardinals,1939
1926,1697,-,-,-,116,159,155,155,1375.1,8,3128,-,.---,4984,Detroit Tigers,1939
1927,1616,-,-,-,125,153,155,155,1386.2,15,2979,-,.---,4748,Chicago White Sox,1939
1928,1716,-,-,-,166,158,154,154,1350.0,23,3023,-,.---,4897,Washington Senators,1939
1929,1883,-,-,-,143,171,154,154,1392.0,11,3211,-,.---,5265,Chicago Cubs,1939
1930,1897,-,-,-,161,187,156,156,1388.2,4,3172,-,.---,5256,Pittsburgh Pirates,1939
1931,1625,-,-,-,131,194,154,154,1345.0,15,2893,-,.---,4712,Philadelphia Athletics,1939
1932,1600,-,-,-,159,108,152,152,1348.2,8,2971,-,.---,4679,New York Yankees,1938
1933,1858,-,-,-,151,137,151,151,1319.0,10,3074,-,.---,5069,New York Giants,1938
1934,1793,-,-,-,170,143,156,156,1403.2,19,3230,-,.---,5166,Cincinnati Reds,1938
1935,1789,-,-,-,157,141,157,157,1410.1,9,3156,-,.---,5086,Brooklyn Dodgers,1938
1936,1816,-,-,-,153,140,153,153,1354.0,8,3025,-,.---,4981,Pittsburgh Pirates,1938
1937,1622,-,-,-,148,136,154,154,1364.2,5,3070,-,.---,4828,Cleveland Indians,1938
1938,1657,-,-,-,140,137,155,155,1377.0,12,2991,-,.---,4785,Chicago White Sox,1938
